user_id,month,total_calls,total_mins,total_internet,total_messages,plan,city,messages_included,mb_per_month_included,minutes_included,usd_monthly_pay,usd_per_gb,usd_per_message,usd_per_minute,total_revenue
1100,8,26.0,230.0,15131.0,36.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1100,9,67.0,497.0,18972.0,45.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,60.0
1100,10,40.0,252.0,16779.0,64.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,40.42
1100,11,52.0,366.0,24700.0,47.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,120.0
1100,12,45.0,306.0,21936.0,73.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,90.69
1101,4,18.0,174.0,1836.0,19.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.0
1101,5,49.0,362.0,17317.0,81.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,40.93
1101,6,67.0,458.0,14451.0,70.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.6
1101,7,47.0,302.0,14225.0,66.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.48
1101,8,54.0,456.0,15160.0,106.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,21.68
1101,9,55.0,462.0,12922.0,78.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.84
1101,10,63.0,474.0,15835.0,78.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,30.84
1101,11,60.0,455.0,12194.0,65.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.45
1101,12,64.0,352.0,9120.0,85.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,21.05
1102,12,60.0,430.0,6499.0,45.0,ultimate,"Riverside-San Bernardino-Ontario, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1103,8,25.0,167.0,13581.0,15.0,surf,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,20.0
1103,9,59.0,445.0,18643.0,24.0,surf,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,60.0
1103,10,50.0,373.0,19239.0,35.0,surf,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,60.0
1103,11,48.0,315.0,21306.0,30.0,surf,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,80.0
1103,12,53.0,397.0,18379.0,36.0,surf,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,60.0
1104,12,4.0,11.0,9370.0,25.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1105,10,67.0,439.0,9675.0,46.0,surf,"Providence-Warwick, RI-MA MSA",50,15360,500,20,10,0.03,0.03,20.0
1105,11,120.0,839.0,11945.0,93.0,surf,"Providence-Warwick, RI-MA MSA",50,15360,500,20,10,0.03,0.03,31.46
1105,12,119.0,871.0,10995.0,104.0,surf,"Providence-Warwick, RI-MA MSA",50,15360,500,20,10,0.03,0.03,32.75
1106,5,35.0,174.0,13275.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1106,6,77.0,506.0,18643.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,60.18
1106,7,84.0,603.0,18705.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,63.09
1106,8,76.0,593.0,23768.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,112.78999999999999
1106,9,81.0,504.0,28223.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,150.12
1106,10,68.0,483.0,19193.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,60.0
1106,11,75.0,562.0,25203.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,121.86
1106,12,67.0,569.0,22177.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,92.07
1107,11,14.0,59.0,5216.0,19.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1107,12,41.0,320.0,18446.0,46.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1108,12,0.0,0.0,235.0,0.0,ultimate,"Salt Lake City, UT MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1109,4,29.0,213.0,8258.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1109,5,60.0,437.0,12645.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1109,6,78.0,572.0,12212.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,22.16
1109,7,78.0,523.0,20031.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,70.69
1109,8,77.0,514.0,10670.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.42
1109,9,53.0,407.0,12209.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1109,10,67.0,602.0,10306.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,23.06
1109,11,68.0,465.0,11030.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1109,12,66.0,467.0,12516.0,0.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1110,5,13.0,71.0,7255.0,12.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,20.0
1110,6,52.0,403.0,24148.0,74.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,110.72
1110,7,72.0,537.0,20340.0,61.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,71.44
1110,8,56.0,278.0,24702.0,59.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,120.27
1110,9,64.0,483.0,23739.0,73.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,110.69
1110,10,61.0,432.0,22221.0,53.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,90.09
1110,11,54.0,390.0,20261.0,34.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,70.0
1110,12,60.0,430.0,21242.0,50.0,surf,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",50,15360,500,20,10,0.03,0.03,80.0
1111,9,25.0,183.0,5939.0,44.0,surf,"Urban Honolulu, HI MSA",50,15360,500,20,10,0.03,0.03,20.0
1111,10,35.0,243.0,16161.0,107.0,surf,"Urban Honolulu, HI MSA",50,15360,500,20,10,0.03,0.03,31.71
1111,11,42.0,352.0,18243.0,79.0,surf,"Urban Honolulu, HI MSA",50,15360,500,20,10,0.03,0.03,50.87
1111,12,38.0,358.0,14871.0,92.0,surf,"Urban Honolulu, HI MSA",50,15360,500,20,10,0.03,0.03,21.26
1112,10,96.0,708.0,10580.0,33.0,ultimate,"Grand Rapids-Kentwood, MI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1112,11,113.0,910.0,12740.0,41.0,ultimate,"Grand Rapids-Kentwood, MI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1112,12,100.0,773.0,12252.0,40.0,ultimate,"Grand Rapids-Kentwood, MI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,6,54.0,419.0,13711.0,44.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,7,65.0,413.0,10504.0,43.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,8,63.0,548.0,15353.0,37.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,9,67.0,496.0,12209.0,31.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,10,72.0,515.0,15621.0,40.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,11,71.0,553.0,12792.0,30.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1113,12,79.0,522.0,15693.0,52.0,ultimate,"New York-Newark-Jersey City, NY-NJ-PA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1114,7,37.0,238.0,7579.0,29.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1114,8,110.0,738.0,21379.0,78.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,97.98
1114,9,87.0,633.0,12691.0,95.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,25.34
1114,10,94.0,725.0,15859.0,89.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,37.92
1114,11,91.0,663.0,26851.0,78.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,145.73
1114,12,98.0,772.0,18081.0,95.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,59.51
1115,11,44.0,342.0,5535.0,33.0,surf,"El Paso, TX MSA",50,15360,500,20,10,0.03,0.03,20.0
1115,12,115.0,883.0,18904.0,119.0,surf,"El Paso, TX MSA",50,15360,500,20,10,0.03,0.03,73.56
1116,8,49.0,366.0,15087.0,19.0,surf,"Cincinnati, OH-KY-IN MSA",50,15360,500,20,10,0.03,0.03,20.0
1117,5,11.0,50.0,2028.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,20.0
1117,6,41.0,378.0,14705.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,20.0
1117,7,57.0,446.0,17793.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,50.0
1117,8,47.0,311.0,22885.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,100.0
1117,9,58.0,503.0,21851.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,90.09
1117,10,48.0,388.0,18514.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,60.0
1117,11,58.0,381.0,18278.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,50.0
1117,12,40.0,302.0,25058.0,0.0,surf,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,120.0
1118,12,115.0,909.0,15978.0,17.0,surf,"Columbus, OH MSA",50,15360,500,20,10,0.03,0.03,42.269999999999996
1119,10,49.0,351.0,634.0,105.0,surf,"Louisville/Jefferson County, KY-IN MSA",50,15360,500,20,10,0.03,0.03,21.65
1119,11,65.0,458.0,868.0,128.0,surf,"Louisville/Jefferson County, KY-IN MSA",50,15360,500,20,10,0.03,0.03,22.34
1119,12,72.0,420.0,1814.0,133.0,surf,"Louisville/Jefferson County, KY-IN MSA",50,15360,500,20,10,0.03,0.03,22.49
1120,4,47.0,287.0,23405.0,41.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,110.0
1120,5,58.0,469.0,22933.0,48.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,100.0
1120,6,54.0,352.0,21917.0,42.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,90.0
1120,7,42.0,366.0,21662.0,46.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,90.0
1120,8,55.0,410.0,19066.0,47.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,60.0
1120,9,60.0,427.0,28041.0,53.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,150.09
1120,10,58.0,394.0,17890.0,43.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,50.0
1120,11,53.0,367.0,21187.0,42.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,80.0
1120,12,48.0,434.0,18890.0,55.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,60.15
1121,11,0.0,0.0,1238.0,1.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,20.0
1121,12,0.0,0.0,66924.0,97.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,541.41
1122,5,47.0,353.0,10931.0,15.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,20.0
1122,6,63.0,503.0,17803.0,15.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,50.09
1122,7,57.0,361.0,16324.0,19.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,30.0
1122,8,68.0,501.0,29077.0,22.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,160.03
1122,9,59.0,467.0,22462.0,16.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,100.0
1122,10,66.0,394.0,17485.0,21.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,50.0
1122,11,66.0,375.0,16887.0,28.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,40.0
1122,12,54.0,386.0,21364.0,24.0,surf,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",50,15360,500,20,10,0.03,0.03,90.0
1123,6,6.0,43.0,1768.0,1.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.0
1123,7,85.0,561.0,33261.0,30.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,201.82999999999998
1123,8,89.0,552.0,19406.0,31.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,71.56
1123,9,70.0,460.0,17796.0,20.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,50.0
1123,10,88.0,620.0,21535.0,27.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,93.6
1123,11,79.0,441.0,21201.0,35.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,80.0
1123,12,87.0,716.0,25011.0,38.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,126.48
1124,10,34.0,238.0,3690.0,30.0,ultimate,"New Haven-Milford, CT MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1124,11,74.0,569.0,5903.0,96.0,ultimate,"New Haven-Milford, CT MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1124,12,63.0,447.0,6501.0,93.0,ultimate,"New Haven-Milford, CT MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1125,12,65.0,517.0,22725.0,54.0,surf,"North Port-Sarasota-Bradenton, FL MSA",50,15360,500,20,10,0.03,0.03,100.63000000000001
1126,6,116.0,797.0,27598.0,78.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1126,7,124.0,951.0,25796.0,94.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1126,8,126.0,953.0,34334.0,88.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,98.0
1126,9,107.0,756.0,28219.0,74.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1126,10,121.0,905.0,24866.0,86.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1126,11,147.0,1037.0,20926.0,72.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1126,12,109.0,753.0,22158.0,77.0,ultimate,"Chicago-Naperville-Elgin, IL-IN-WI MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1127,6,5.0,25.0,7769.0,3.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,20.0
1127,7,35.0,241.0,21637.0,10.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,90.0
1127,8,34.0,275.0,21320.0,9.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,80.0
1127,9,28.0,211.0,26493.0,16.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,140.0
1127,10,27.0,168.0,24350.0,12.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,110.0
1127,11,33.0,223.0,28557.0,12.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,160.0
1127,12,37.0,340.0,21994.0,14.0,surf,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,90.0
1128,6,6.0,45.0,13056.0,25.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1128,7,9.0,77.0,20820.0,38.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1128,8,7.0,56.0,15770.0,54.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1128,9,6.0,18.0,21232.0,43.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1128,10,5.0,35.0,19899.0,37.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1128,11,5.0,46.0,18761.0,42.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1128,12,11.0,101.0,15380.0,55.0,ultimate,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1130,9,42.0,251.0,12803.0,51.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,20.03
1130,10,67.0,525.0,20731.0,92.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,82.01
1130,11,80.0,586.0,13818.0,89.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,23.75
1130,12,71.0,461.0,17942.0,104.0,surf,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",50,15360,500,20,10,0.03,0.03,51.62
1131,5,0.0,0.0,6475.0,18.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1131,6,0.0,0.0,14651.0,27.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1131,7,0.0,0.0,16581.0,28.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,40.0
1131,8,0.0,0.0,12282.0,33.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1131,9,0.0,0.0,15609.0,26.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,30.0
1131,10,0.0,0.0,21315.0,31.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,80.0
1131,11,0.0,0.0,13708.0,20.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1131,12,0.0,0.0,15228.0,33.0,surf,"Los Angeles-Long Beach-Anaheim, CA MSA",50,15360,500,20,10,0.03,0.03,20.0
1132,4,59.0,358.0,15665.0,72.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,5,113.0,769.0,30194.0,149.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,6,93.0,746.0,26368.0,143.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,7,88.0,573.0,27931.0,149.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,8,100.0,811.0,20815.0,151.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,9,93.0,670.0,26385.0,155.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,10,92.0,663.0,22636.0,153.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,11,83.0,632.0,26575.0,166.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1132,12,93.0,647.0,17413.0,150.0,ultimate,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1133,7,10.0,61.0,3900.0,27.0,ultimate,"Cincinnati, OH-KY-IN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1133,8,33.0,242.0,16118.0,70.0,ultimate,"Cincinnati, OH-KY-IN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1133,9,39.0,313.0,17388.0,90.0,ultimate,"Cincinnati, OH-KY-IN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1133,10,36.0,255.0,16930.0,81.0,ultimate,"Cincinnati, OH-KY-IN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1133,11,39.0,314.0,16506.0,102.0,ultimate,"Cincinnati, OH-KY-IN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1133,12,43.0,259.0,12460.0,85.0,ultimate,"Cincinnati, OH-KY-IN MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1134,9,40.0,286.0,15766.0,16.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,30.0
1134,10,36.0,218.0,18226.0,11.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,50.0
1134,11,33.0,224.0,23343.0,24.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,100.0
1134,12,35.0,258.0,24107.0,10.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,110.0
1135,12,17.0,142.0,6928.0,0.0,ultimate,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",1000,30720,3000,70,7,0.01,0.01,70.0
1136,10,22.0,125.0,11805.0,26.0,surf,"Knoxville, TN MSA",50,15360,500,20,10,0.03,0.03,20.0
1136,11,64.0,507.0,21298.0,42.0,surf,"Knoxville, TN MSA",50,15360,500,20,10,0.03,0.03,80.21000000000001
1136,12,50.0,337.0,22486.0,59.0,surf,"Knoxville, TN MSA",50,15360,500,20,10,0.03,0.03,100.27
1137,10,0.0,0.0,7010.0,48.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,20.0
1137,11,0.0,0.0,3090.0,64.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,20.42
1137,12,0.0,0.0,6750.0,56.0,surf,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,20.18
1138,2,42.0,307.0,16341.0,7.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,30.0
1138,3,53.0,363.0,17516.0,13.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,50.0
1138,4,44.0,321.0,20139.0,11.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,70.0
1138,5,61.0,381.0,23091.0,16.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,100.0
1138,6,70.0,530.0,18743.0,17.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,60.9
1138,7,52.0,399.0,23734.0,11.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,110.0
1138,8,73.0,549.0,18528.0,7.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,61.47
1138,9,54.0,374.0,20744.0,17.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,80.0
1138,10,66.0,469.0,23812.0,7.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,110.0
1138,11,57.0,375.0,16755.0,7.0,surf,"Riverside-San Bernardino-Ontario, CA MSA",50,15360,500,20,10,0.03,0.03,40.0
